# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 310:         3.596       51.442       8.00  VLISSINGEN
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG
# 
  260,20051207,   62
  260,20051208,   41
  260,20051209,   10
  260,20051210,  -12
  260,20051211,   34
  260,20051212,   60
  260,20051213,   66
  260,20051214,   67
  260,20051215,   81
  260,20051216,   62
  260,20051217,   15
  260,20051218,   16
  260,20051219,   43
  260,20051220,   45
  260,20051221,   53
  260,20051222,   76
  260,20051223,   78
  260,20051224,   71
  260,20051225,   45
  260,20051226,   17
  260,20051227,  -12
  260,20051228,  -20
  260,20051229,  -17
  260,20051230,  -12
  260,20051231,   45
  279,20050101,   63
  279,20050102,   53
  279,20050103,   66
  279,20050104,   80
  279,20050105,   53
  279,20050106,   69
  279,20050107,  110
  279,20050108,   88
  279,20050109,   71
  279,20050110,  113
  279,20050111,   95
  279,20050112,   74
  279,20050113,   46
  279,20050114,   21
  279,20050115,   -3
  279,20050116,    4
  279,20050117,   53
  279,20050118,   36
  279,20050119,   43
  279,20050120,   84
  279,20050121,   42
  279,20050122,   36
  279,20050123,   11
  279,20050124,   -5
  279,20050125,  -14
  279,20050126,  -17
  279,20050127,    0
  279,20050128,   -1
  279,20050129,   -5
  279,20050130,   53
  279,20050131,   55
  279,20050201,   41
  279,20050202,   61
  279,20050203,   63
  279,20050204,   56
  279,20050205,   16
  279,20050206,    8
  279,20050207,  -10
  279,20050208,  -10
  279,20050209,   33
  279,20050210,   64
  279,20050211,   42
  279,20050212,   64
  279,20050213,   31
  279,20050214,   19
  279,20050215,    5
  279,20050216,   -7
  279,20050217,   -2
  279,20050218,    6
  279,20050219,   27
  279,20050220,   18
  279,20050221,   17
  279,20050222,   -4
  279,20050223,   -4
  279,20050224,   -2
  279,20050225,    4
  279,20050226,    1
  279,20050227,  -35
  279,20050228,  -28
  279,20050301,  -22
  279,20050302,  -17
  279,20050303,  -47
  279,20050304,  -87
  279,20050305,  -38
  279,20050306,  -44
  279,20050307,   22
  279,20050308,   29
  279,20050309,   29
  279,20050310,    8
  279,20050311,   37
  279,20050312,   28
  279,20050313,   27
  279,20050314,   37
  279,20050315,   74
  279,20050316,  129
  279,20050317,  110
  279,20050318,   88
  279,20050319,   71
  279,20050320,   45
  279,20050321,   62
  279,20050322,   99
  279,20050323,  110
  279,20050324,  126
  279,20050325,  110
  279,20050326,  102
  279,20050327,  104
  279,20050328,  101
  279,20050329,   90
  279,20050330,   95
  279,20050331,   81
  279,20050401,   82
  279,20050402,   97
  279,20050403,  119
  279,20050404,  124
  279,20050405,   84
  279,20050406,   84
  279,20050407,   88
  279,20050408,   63
  279,20050409,   42
  279,20050410,   78
  279,20050411,  102
  279,20050412,   96
  279,20050413,  102
  279,20050414,  122
  279,20050415,  127
  279,20050416,  110
  279,20050417,  108
  279,20050418,  110
  279,20050419,   77
  279,20050420,   78
  279,20050421,   65
  279,20050422,   73
  279,20050423,  100
  279,20050424,  117
  279,20050425,  106
  279,20050426,  110
  279,20050427,  102
  279,20050428,  123
  279,20050429,  129
  279,20050430,  137
  279,20050501,  179
  279,20050502,  158
  279,20050503,  127
  279,20050504,  110
  279,20050505,   91
  279,20050506,   93
  279,20050507,   70
  279,20050508,   67
  279,20050509,   78
  279,20050510,   80
  279,20050511,   77
  279,20050512,   78
  279,20050513,  105
  279,20050514,  113
  279,20050515,  104
  279,20050516,   82
  279,20050517,   65
  279,20050518,   82
  279,20050519,  132
  279,20050520,  156
  279,20050521,  152
  279,20050522,  153
  279,20050523,  131
  279,20050524,  134
  279,20050525,  170
  279,20050526,  211
  279,20050527,  217
  279,20050528,  212
  279,20050529,  151
  279,20050530,  106
  279,20050531,  107
  279,20050601,  122
  279,20050602,  148
  279,20050603,  171
  279,20050604,  140
  279,20050605,  133
  279,20050606,  105
  279,20050607,   99
  279,20050608,  106
  279,20050609,  122
  279,20050610,  112
  279,20050611,  100
  279,20050612,  108
  279,20050613,  122
  279,20050614,  146
  279,20050615,  165
  279,20050616,  174
  279,20050617,  177
  279,20050618,  167
  279,20050619,  199
  279,20050620,  242
  279,20050621,  206
  279,20050622,  186
  279,20050623,  219
  279,20050624,  250
  279,20050625,  166
  279,20050626,  151
  279,20050627,  153
  279,20050628,  157
  279,20050629,  165
  279,20050630,  176
  279,20050701,  158
  279,20050702,  173
  279,20050703,  200
  279,20050704,  188
  279,20050705,  143
  279,20050706,  142
  279,20050707,  153
  279,20050708,  156
  279,20050709,  167
  279,20050710,  210
  279,20050711,  191
  279,20050712,  202
  279,20050713,  191
  279,20050714,  203
  279,20050715,  196
  279,20050716,  157
  279,20050717,  168
  279,20050718,  198
  279,20050719,  173
  279,20050720,  153
  279,20050721,  149
  279,20050722,  140
  279,20050723,  141
  279,20050724,  162
  279,20050725,  173
  279,20050726,  147
  279,20050727,  168
  279,20050728,  217
  279,20050729,  213
  279,20050730,  176
  279,20050731,  145
  279,20050801,  144
  279,20050802,  136
  279,20050803,  145
  279,20050804,  156
  279,20050805,  140
  279,20050806,  119
  279,20050807,  127
  279,20050808,  147
  279,20050809,  135
  279,20050810,  145
  279,20050811,  146
  279,20050812,  136
  279,20050813,  154
  279,20050814,  161
  279,20050815,  153
  279,20050816,  144
  279,20050817,  161
  279,20050818,  196
  279,20050819,  194
  279,20050820,  173
  279,20050821,  169
  279,20050822,  160
  279,20050823,  143
  279,20050824,  150
  279,20050825,  144
  279,20050826,  130
  279,20050827,  148
  279,20050828,  161
  279,20050829,  175
  279,20050830,  178
  279,20050831,  212
  279,20050901,  192
  279,20050902,  178
  279,20050903,  168
  279,20050904,  172
  279,20050905,  191
  279,20050906,  186
  279,20050907,  184
  279,20050908,  198
  279,20050909,  201
  279,20050910,  193
  279,20050911,  167
  279,20050912,  161
  279,20050913,  142
  279,20050914,  148
  279,20050915,  142
  279,20050916,  115
  279,20050917,   92
  279,20050918,  102
  279,20050919,  115
  279,20050920,  115
  279,20050921,  123
  279,20050922,  130
  279,20050923,  137
  279,20050924,  149
  279,20050925,  145
  279,20050926,  141
  279,20050927,  145
  279,20050928,  126
  279,20050929,  110
  279,20050930,  110
  279,20051001,  125
  279,20051002,  110
  279,20051003,  106
  279,20051004,  112
  279,20051005,  134
  279,20051006,  136
  279,20051007,  130
  279,20051008,  118
  279,20051009,  134
  279,20051010,  149
  279,20051011,  132
  279,20051012,  134
  279,20051013,  127
  279,20051014,  131
  279,20051015,  111
  279,20051016,   95
  279,20051017,   86
  279,20051018,   85
  279,20051019,   76
  279,20051020,  116
  279,20051021,  113
  279,20051022,  124
  279,20051023,  104
  279,20051024,  121
  279,20051025,  139
  279,20051026,  134
  279,20051027,  154
  279,20051028,  158
  279,20051029,  154
  279,20051030,  161
  279,20051031,  154
  279,20051101,  127
  279,20051102,  115
  279,20051103,  155
  279,20051104,  128
  279,20051105,   84
  279,20051106,  106
  279,20051107,  100
  279,20051108,  106
  279,20051109,   85
  279,20051110,   81
  279,20051111,  119
  279,20051112,   89
  279,20051113,   71
  279,20051114,   52
  279,20051115,   71
  279,20051116,   45
  279,20051117,   38
  279,20051118,   26
  279,20051119,   19
  279,20051120,   61
  279,20051121,   57
  279,20051122,   26
  279,20051123,   39
  279,20051124,   39
  279,20051125,   16
  279,20051126,    6
  279,20051127,   10
  279,20051128,    4
  279,20051129,   21
  279,20051130,   20
  279,20051201,    8
  279,20051202,   19
  279,20051203,   56
  279,20051204,   72
  279,20051205,   63
  279,20051206,   58
  279,20051207,   60
  279,20051208,   41
  279,20051209,   28
  279,20051210,   -6
  279,20051211,   38
  279,20051212,   67
  279,20051213,   63
  279,20051214,   63
  279,20051215,   72
  279,20051216,   51
  279,20051217,    5
  279,20051218,   13
  279,20051219,   39
  279,20051220,   53
  279,20051221,   51
  279,20051222,   66
  279,20051223,   77
  279,20051224,   72
  279,20051225,   35
  279,20051226,   -1
  279,20051227,  -20
  279,20051228,  -28
  279,20051229,  -18
  279,20051230,  -12
  279,20051231,   32
  310,20050101,   77
  310,20050102,   68
  310,20050103,   71
  310,20050104,   75
  310,20050105,   62
  310,20050106,   77
  310,20050107,  105
  310,20050108,   86
  310,20050109,   79
  310,20050110,  102
  310,20050111,   93
  310,20050112,   80
  310,20050113,   69
  310,20050114,   37
  310,20050115,   30
  310,20050116,   31
  310,20050117,   71
  310,20050118,   59
  310,20050119,   66
  310,20050120,   92
  310,20050121,   66
  310,20050122,   51
  310,20050123,   38
  310,20050124,   22
  310,20050125,   10
  310,20050126,    3
  310,20050127,   29
  310,20050128,   44
  310,20050129,   31
  310,20050130,   64
  310,20050131,   68
  310,20050201,   60
  310,20050202,   67
  310,20050203,   69
  310,20050204,   52
  310,20050205,   34
  310,20050206,   48
  310,20050207,   16
  310,20050208,   37
  310,20050209,   61
  310,20050210,   80
  310,20050211,   71
  310,20050212,   86
  310,20050213,   50
  310,20050214,   46
  310,20050215,   27
  310,20050216,   11
  310,20050217,   17
  310,20050218,   34
  310,20050219,   37
  310,20050220,   32
  310,20050221,   17
  310,20050222,   11
  310,20050223,    5
  310,20050224,    6
  310,20050225,    2
  310,20050226,   20
  310,20050227,  -13
  310,20050228,  -19
  310,20050301,   -6
  310,20050302,   -2
  310,20050303,  -12
  310,20050304,  -12
  310,20050305,   15
  310,20050306,    7
  310,20050307,   46
  310,20050308,   51
  310,20050309,   51
  310,20050310,   38
  310,20050311,   44
  310,20050312,   45
  310,20050313,   43
  310,20050314,   44
  310,20050315,   72
  310,20050316,  107
  310,20050317,   90
  310,20050318,   68
  310,20050319,   84
  310,20050320,   97
  310,20050321,   95
  310,20050322,   98
  310,20050323,  112
  310,20050324,   95
  310,20050325,   81
  310,20050326,   94
  310,20050327,   90
  310,20050328,   70
  310,20050329,   92
  310,20050330,   98
  310,20050331,  106
  310,20050401,  119
  310,20050402,  114
  310,20050403,  124
  310,20050404,  103
  310,20050405,   83
  310,20050406,   90
  310,20050407,   85
  310,20050408,   60
  310,20050409,   56
  310,20050410,   84
  310,20050411,  105
  310,20050412,   98
  310,20050413,  102
  310,20050414,  101
  310,20050415,   73
  310,20050416,   70
  310,20050417,   73
  310,20050418,   90
  310,20050419,   86
  310,20050420,   76
  310,20050421,   89
  310,20050422,  109
  310,20050423,  112
  310,20050424,  138
  310,20050425,  117
  310,20050426,  111
  310,20050427,  109
  310,20050428,  126
  310,20050429,  130
  310,20050430,  160
  310,20050501,  164
  310,20050502,  135
  310,20050503,  132
  310,20050504,  104
  310,20050505,   99
  310,20050506,  118
  310,20050507,   98
  310,20050508,   93
  310,20050509,   86
  310,20050510,   84
  310,20050511,   88
  310,20050512,  105
  310,20050513,  122
  310,20050514,  107
  310,20050515,  100
  310,20050516,  104
  310,20050517,   82
  310,20050518,  105
  310,20050519,  136
  310,20050520,  150
  310,20050521,  141
  310,20050522,  133
  310,20050523,  121
  310,20050524,  137
  310,20050525,  164
  310,20050526,  174
  310,20050527,  201
  310,20050528,  158
  310,20050529,  127
  310,20050530,  113
  310,20050531,  129
  310,20050601,  142
  310,20050602,  155
  310,20050603,  160
  310,20050604,  143
  310,20050605,  140
  310,20050606,  127
  310,20050607,  113
  310,20050608,  124
  310,20050609,  140
  310,20050610,  137
  310,20050611,  119
  310,20050612,  129
  310,20050613,  129
  310,20050614,  141
  310,20050615,  156
  310,20050616,  170
  310,20050617,  181
  310,20050618,  204
  310,20050619,  232
  310,20050620,  219
  310,20050621,  189
  310,20050622,  203
  310,20050623,  234
  310,20050624,  236
  310,20050625,  184
  310,20050626,  175
  310,20050627,  187
  310,20050628,  207
  310,20050629,  199
  310,20050630,  180
  310,20050701,  179
  310,20050702,  179
  310,20050703,  182
  310,20050704,  161
  310,20050705,  155
  310,20050706,  159
  310,20050707,  150
  310,20050708,  163
  310,20050709,  175
  310,20050710,  206
  310,20050711,  196
  310,20050712,  176
  310,20050713,  184
  310,20050714,  205
  310,20050715,  201
  310,20050716,  191
  310,20050717,  194
  310,20050718,  198
  310,20050719,  180
  310,20050720,  178
  310,20050721,  168
  310,20050722,  155
  310,20050723,  171
  310,20050724,  179
  310,20050725,  176
  310,20050726,  157
  310,20050727,  184
  310,20050728,  213
  310,20050729,  204
  310,20050730,  177
  310,20050731,  159
  310,20050801,  162
  310,20050802,  178
  310,20050803,  177
  310,20050804,  178
  310,20050805,  161
  310,20050806,  160
  310,20050807,  155
  310,20050808,  153
  310,20050809,  161
  310,20050810,  162
  310,20050811,  178
  310,20050812,  168
  310,20050813,  167
  310,20050814,  163
  310,20050815,  156
  310,20050816,  164
  310,20050817,  188
  310,20050818,  213
  310,20050819,  182
  310,20050820,  162
  310,20050821,  169
  310,20050822,  181
  310,20050823,  167
  310,20050824,  163
  310,20050825,  156
  310,20050826,  155
  310,20050827,  164
  310,20050828,  186
  310,20050829,  188
  310,20050830,  205
  310,20050831,  221
  310,20050901,  194
  310,20050902,  176
  310,20050903,  185
  310,20050904,  206
  310,20050905,  202
  310,20050906,  197
  310,20050907,  198
  310,20050908,  206
  310,20050909,  213
  310,20050910,  200
  310,20050911,  192
  310,20050912,  181
  310,20050913,  175
  310,20050914,  183
  310,20050915,  182
  310,20050916,  138
  310,20050917,  126
  310,20050918,  140
  310,20050919,  148
  310,20050920,  158
  310,20050921,  158
  310,20050922,  169
  310,20050923,  178
  310,20050924,  167
  310,20050925,  167
  310,20050926,  159
  310,20050927,  153
  310,20050928,  147
  310,20050929,  138
  310,20050930,  137
  310,20051001,  145
  310,20051002,  129
  310,20051003,  138
  310,20051004,  137
  310,20051005,  131
  310,20051006,  133
  310,20051007,  131
  310,20051008,  155
  310,20051009,  151
  310,20051010,  169
  310,20051011,  165
  310,20051012,  167
  310,20051013,  163
  310,20051014,  158
  310,20051015,  150
  310,20051016,  143
  310,20051017,  120
  310,20051018,  114
  310,20051019,  138
  310,20051020,  134
  310,20051021,  138
  310,20051022,  134
  310,20051023,  133
  310,20051024,  141
  310,20051025,  149
  310,20051026,  152
  310,20051027,  161
  310,20051028,  161
  310,20051029,  160
  310,20051030,  168
  310,20051031,  152
  310,20051101,  124
  310,20051102,  141
  310,20051103,  157
  310,20051104,  126
  310,20051105,  106
  310,20051106,  121
  310,20051107,  125
  310,20051108,  135
  310,20051109,  110
  310,20051110,  102
  310,20051111,  125
  310,20051112,   98
  310,20051113,   96
  310,20051114,   87
  310,20051115,   95
  310,20051116,   83
  310,20051117,   64
  310,20051118,   64
  310,20051119,   70
  310,20051120,   53
  310,20051121,   88
  310,20051122,   45
  310,20051123,   52
  310,20051124,   61
  310,20051125,   43
  310,20051126,   46
  310,20051127,   40
  310,20051128,   45
  310,20051129,   47
  310,20051130,   37
  310,20051201,   33
  310,20051202,   64
  310,20051203,   80
  310,20051204,   75
  310,20051205,   67
  310,20051206,   68
  310,20051207,   68
  310,20051208,   55
  310,20051209,   30
  310,20051210,   40
  310,20051211,   47
  310,20051212,   71
  310,20051213,   72
  310,20051214,   78
  310,20051215,   82
  310,20051216,   73
  310,20051217,   35
  310,20051218,   36
  310,20051219,   58
  310,20051220,   37
  310,20051221,   56
  310,20051222,   76
  310,20051223,   77
  310,20051224,   75
  310,20051225,   60
  310,20051226,   39
  310,20051227,    2
  310,20051228,   -3
  310,20051229,    3
  310,20051230,   -1
  310,20051231,   54
