# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 310:         3.596       51.442       8.00  VLISSINGEN
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG
# 
  260,20100402,   78
  260,20100403,   73
  260,20100404,   71
  260,20100405,   78
  260,20100406,  110
  260,20100407,  136
  260,20100408,   92
  260,20100409,  104
  260,20100410,   78
  260,20100411,   63
  260,20100412,   93
  260,20100413,   90
  260,20100414,   96
  260,20100415,   92
  260,20100416,   77
  260,20100417,   80
  260,20100418,  102
  260,20100419,   88
  260,20100420,   86
  260,20100421,   67
  260,20100422,   70
  260,20100423,   80
  260,20100424,  117
  260,20100425,  143
  260,20100426,  126
  260,20100427,  124
  260,20100428,  157
  260,20100429,  177
  260,20100430,  117
  260,20100501,  100
  260,20100502,   75
  260,20100503,   66
  260,20100504,   77
  260,20100505,   79
  260,20100506,   92
  260,20100507,   77
  260,20100508,   90
  260,20100509,   93
  260,20100510,   72
  260,20100511,   68
  260,20100512,   65
  260,20100513,   72
  260,20100514,   76
  260,20100515,   91
  260,20100516,  119
  260,20100517,  116
  260,20100518,  101
  260,20100519,  118
  260,20100520,  138
  260,20100521,  145
  260,20100522,  142
  260,20100523,  169
  260,20100524,  169
  260,20100525,  132
  260,20100526,  102
  260,20100527,  110
  260,20100528,  108
  260,20100529,  141
  260,20100530,  121
  260,20100531,  129
  260,20100601,  126
  260,20100602,  155
  260,20100603,  160
  260,20100604,  169
  260,20100605,  191
  260,20100606,  185
  260,20100607,  152
  260,20100608,  163
  260,20100609,  176
  260,20100610,  186
  260,20100611,  162
  260,20100612,  138
  260,20100613,  133
  260,20100614,  159
  260,20100615,  132
  260,20100616,  154
  260,20100617,  166
  260,20100618,  132
  260,20100619,  118
  260,20100620,  118
  260,20100621,  134
  260,20100622,  141
  260,20100623,  181
  260,20100624,  196
  260,20100625,  189
  260,20100626,  192
  260,20100627,  213
  260,20100628,  215
  260,20100629,  194
  260,20100630,  202
  260,20100701,  224
  260,20100702,  271
  260,20100703,  215
  260,20100704,  201
  260,20100705,  188
  260,20100706,  162
  260,20100707,  187
  260,20100708,  220
  260,20100709,  248
  260,20100710,  248
  260,20100711,  229
  260,20100712,  208
  260,20100713,  207
  260,20100714,  214
  260,20100715,  188
  260,20100716,  191
  260,20100717,  171
  260,20100718,  176
  260,20100719,  207
  260,20100720,  232
  260,20100721,  221
  260,20100722,  184
  260,20100723,  174
  260,20100724,  166
  260,20100725,  168
  260,20100726,  168
  260,20100727,  177
  260,20100728,  187
  260,20100729,  167
  260,20100730,  177
  260,20100731,  185
  260,20100801,  182
  260,20100802,  161
  260,20100803,  172
  260,20100804,  165
  260,20100805,  153
  260,20100806,  164
  260,20100807,  175
  260,20100808,  171
  260,20100809,  179
  260,20100810,  175
  260,20100811,  169
  260,20100812,  141
  260,20100813,  156
  260,20100814,  182
  260,20100815,  175
  260,20100816,  192
  260,20100817,  164
  260,20100818,  169
  260,20100819,  168
  260,20100820,  207
  260,20100821,  214
  260,20100822,  198
  260,20100823,  193
  260,20100824,  168
  260,20100825,  165
  260,20100826,  168
  260,20100827,  148
  260,20100828,  135
  260,20100829,  126
  260,20100830,  141
  260,20100831,  128
  260,20100901,  123
  260,20100902,  129
  260,20100903,  140
  260,20100904,  138
  260,20100905,  135
  260,20100906,  151
  260,20100907,  125
  260,20100908,  155
  260,20100909,  162
  260,20100910,  158
  260,20100911,  184
  260,20100912,  153
  260,20100913,  149
  260,20100914,  156
  260,20100915,  139
  260,20100916,  125
  260,20100917,  114
  260,20100918,  117
  260,20100919,  133
  260,20100920,  153
  260,20100921,  144
  260,20100922,  151
  260,20100923,  160
  260,20100924,  149
  260,20100925,  113
  260,20100926,   86
  260,20100927,  100
  260,20100928,  127
  260,20100929,   97
  260,20100930,  100
  260,20101001,  120
  260,20101002,  153
  260,20101003,  182
  260,20101004,  172
  260,20101005,  167
  260,20101006,  160
  260,20101007,  140
  260,20101008,  142
  260,20101009,  136
  260,20101010,  113
  260,20101011,   96
  260,20101012,   85
  260,20101013,   83
  260,20101014,   94
  260,20101015,  103
  260,20101016,   74
  260,20101017,   47
  260,20101018,   68
  260,20101019,   90
  260,20101020,   62
  260,20101021,   78
  260,20101022,   90
  260,20101023,   72
  260,20101024,   75
  260,20101025,   53
  260,20101026,   64
  260,20101027,   89
  260,20101028,  113
  260,20101029,  100
  260,20101030,  112
  260,20101031,   92
  260,20101101,   82
  260,20101102,  110
  260,20101103,  128
  260,20101104,  152
  260,20101105,  137
  260,20101106,   93
  260,20101107,   55
  260,20101108,   49
  260,20101109,   46
  260,20101110,   54
  260,20101111,   68
  260,20101112,  113
  260,20101113,  104
  260,20101114,  112
  260,20101115,   58
  260,20101116,   20
  260,20101117,   39
  260,20101118,   53
  260,20101119,   71
  260,20101120,   70
  260,20101121,   52
  260,20101122,   45
  260,20101123,   46
  260,20101124,   35
  260,20101125,   24
  260,20101126,   -1
  260,20101127,   -5
  260,20101128,  -30
  260,20101129,  -22
  260,20101130,  -16
  260,20101201,  -62
  260,20101202,  -69
  260,20101203,  -54
  260,20101204,  -21
  260,20101205,   23
  260,20101206,   -4
  260,20101207,  -23
  260,20101208,  -21
  260,20101209,   27
  260,20101210,   38
  260,20101211,   71
  260,20101212,   31
  260,20101213,  -17
  260,20101214,  -25
  260,20101215,    4
  260,20101216,   15
  260,20101217,  -22
  260,20101218,  -41
  260,20101219,  -49
  260,20101220,  -77
  260,20101221,  -39
  260,20101222,  -21
  260,20101223,   -7
  260,20101224,  -12
  260,20101225,  -16
  260,20101226,    5
  260,20101227,   -6
  260,20101228,    4
  260,20101229,    4
  260,20101230,  -16
  260,20101231,   25
  279,20100101,  -31
  279,20100102,  -39
  279,20100103,  -74
  279,20100104,  -38
  279,20100105,  -14
  279,20100106,  -38
  279,20100107,  -36
  279,20100108,  -57
  279,20100109,  -25
  279,20100110,   -2
  279,20100111,   -7
  279,20100112,  -35
  279,20100113,  -40
  279,20100114,   -5
  279,20100115,    5
  279,20100116,   -1
  279,20100117,   13
  279,20100118,   29
  279,20100119,   24
  279,20100120,   10
  279,20100121,   -3
  279,20100122,  -21
  279,20100123,  -26
  279,20100124,  -31
  279,20100125,  -54
  279,20100126,  -76
  279,20100127,  -24
  279,20100128,   16
  279,20100129,    2
  279,20100130,  -12
  279,20100131,    7
  279,20100201,  -10
  279,20100202,    7
  279,20100203,   11
  279,20100204,   26
  279,20100205,   23
  279,20100206,    9
  279,20100207,  -11
  279,20100208,  -49
  279,20100209,  -46
  279,20100210,  -34
  279,20100211,  -36
  279,20100212,  -36
  279,20100213,  -19
  279,20100214,  -36
  279,20100215,  -59
  279,20100216,  -15
  279,20100217,  -26
  279,20100218,   13
  279,20100219,   31
  279,20100220,    8
  279,20100221,   -3
  279,20100222,   25
  279,20100223,    4
  279,20100224,   36
  279,20100225,   70
  279,20100226,   70
  279,20100227,   58
  279,20100228,   56
  279,20100301,   35
  279,20100302,   28
  279,20100303,   22
  279,20100304,    6
  279,20100305,    9
  279,20100306,   -6
  279,20100307,  -13
  279,20100308,    4
  279,20100309,    0
  279,20100310,   -6
  279,20100311,   25
  279,20100312,   41
  279,20100313,   45
  279,20100314,   49
  279,20100315,   44
  279,20100316,   43
  279,20100317,   74
  279,20100318,  101
  279,20100319,  110
  279,20100320,  125
  279,20100321,   88
  279,20100322,   73
  279,20100323,   92
  279,20100324,  114
  279,20100325,  141
  279,20100326,   98
  279,20100327,   88
  279,20100328,   83
  279,20100329,   90
  279,20100330,  106
  279,20100331,   71
  279,20100401,   47
  279,20100402,   79
  279,20100403,   80
  279,20100404,   74
  279,20100405,   79
  279,20100406,  103
  279,20100407,  130
  279,20100408,   94
  279,20100409,   92
  279,20100410,   53
  279,20100411,   57
  279,20100412,   90
  279,20100413,   88
  279,20100414,   88
  279,20100415,   83
  279,20100416,   70
  279,20100417,   74
  279,20100418,   99
  279,20100419,   74
  279,20100420,   74
  279,20100421,   61
  279,20100422,   53
  279,20100423,   70
  279,20100424,  112
  279,20100425,  153
  279,20100426,  125
  279,20100427,  125
  279,20100428,  154
  279,20100429,  182
  279,20100430,  117
  279,20100501,   95
  279,20100502,   78
  279,20100503,   73
  279,20100504,   74
  279,20100505,   80
  279,20100506,   85
  279,20100507,   70
  279,20100508,   89
  279,20100509,   78
  279,20100510,   70
  279,20100511,   68
  279,20100512,   65
  279,20100513,   75
  279,20100514,   83
  279,20100515,   93
  279,20100516,  113
  279,20100517,  108
  279,20100518,   95
  279,20100519,  111
  279,20100520,  132
  279,20100521,  131
  279,20100522,  123
  279,20100523,  165
  279,20100524,  157
  279,20100525,  109
  279,20100526,   95
  279,20100527,  113
  279,20100528,  115
  279,20100529,  137
  279,20100530,  124
  279,20100531,  124
  279,20100601,  146
  279,20100602,  144
  279,20100603,  147
  279,20100604,  147
  279,20100605,  167
  279,20100606,  196
  279,20100607,  140
  279,20100608,  162
  279,20100609,  169
  279,20100610,  195
  279,20100611,  171
  279,20100612,  140
  279,20100613,  139
  279,20100614,  149
  279,20100615,  118
  279,20100616,  144
  279,20100617,  155
  279,20100618,  124
  279,20100619,  112
  279,20100620,  116
  279,20100621,  119
  279,20100622,  129
  279,20100623,  179
  279,20100624,  200
  279,20100625,  173
  279,20100626,  178
  279,20100627,  205
  279,20100628,  222
  279,20100629,  197
  279,20100630,  174
  279,20100701,  218
  279,20100702,  262
  279,20100703,  226
  279,20100704,  205
  279,20100705,  182
  279,20100706,  161
  279,20100707,  184
  279,20100708,  234
  279,20100709,  253
  279,20100710,  261
  279,20100711,  234
  279,20100712,  207
  279,20100713,  202
  279,20100714,  224
  279,20100715,  185
  279,20100716,  194
  279,20100717,  166
  279,20100718,  174
  279,20100719,  203
  279,20100720,  221
  279,20100721,  217
  279,20100722,  195
  279,20100723,  177
  279,20100724,  143
  279,20100725,  157
  279,20100726,  163
  279,20100727,  181
  279,20100728,  173
  279,20100729,  158
  279,20100730,  164
  279,20100731,  181
  279,20100801,  190
  279,20100802,  158
  279,20100803,  155
  279,20100804,  158
  279,20100805,  155
  279,20100806,  154
  279,20100807,  170
  279,20100808,  177
  279,20100809,  170
  279,20100810,  180
  279,20100811,  171
  279,20100812,  149
  279,20100813,  150
  279,20100814,  174
  279,20100815,  182
  279,20100816,  176
  279,20100817,  153
  279,20100818,  161
  279,20100819,  160
  279,20100820,  197
  279,20100821,  204
  279,20100822,  194
  279,20100823,  188
  279,20100824,  153
  279,20100825,  151
  279,20100826,  144
  279,20100827,  132
  279,20100828,  132
  279,20100829,  116
  279,20100830,  128
  279,20100831,  127
  279,20100901,  128
  279,20100902,  128
  279,20100903,  126
  279,20100904,  126
  279,20100905,  120
  279,20100906,  136
  279,20100907,  124
  279,20100908,  146
  279,20100909,  143
  279,20100910,  151
  279,20100911,  174
  279,20100912,  145
  279,20100913,  144
  279,20100914,  153
  279,20100915,  129
  279,20100916,  116
  279,20100917,  113
  279,20100918,  101
  279,20100919,  113
  279,20100920,  140
  279,20100921,  135
  279,20100922,  142
  279,20100923,  161
  279,20100924,  145
  279,20100925,  104
  279,20100926,   93
  279,20100927,  118
  279,20100928,  109
  279,20100929,   78
  279,20100930,   96
  279,20101001,  117
  279,20101002,  137
  279,20101003,  175
  279,20101004,  169
  279,20101005,  153
  279,20101006,  157
  279,20101007,  138
  279,20101008,  135
  279,20101009,  119
  279,20101010,   92
  279,20101011,   79
  279,20101012,   62
  279,20101013,   80
  279,20101014,   99
  279,20101015,  101
  279,20101016,   66
  279,20101017,   44
  279,20101018,   61
  279,20101019,   85
  279,20101020,   59
  279,20101021,   70
  279,20101022,   89
  279,20101023,   69
  279,20101024,   74
  279,20101025,   65
  279,20101026,   67
  279,20101027,   82
  279,20101028,  105
  279,20101029,   99
  279,20101030,  109
  279,20101031,   82
  279,20101101,   77
  279,20101102,   99
  279,20101103,  120
  279,20101104,  144
  279,20101105,  128
  279,20101106,   79
  279,20101107,   40
  279,20101108,   33
  279,20101109,   36
  279,20101110,   50
  279,20101111,   54
  279,20101112,  104
  279,20101113,   96
  279,20101114,  109
  279,20101115,   61
  279,20101116,   42
  279,20101117,   40
  279,20101118,   46
  279,20101119,   57
  279,20101120,   68
  279,20101121,   56
  279,20101122,   49
  279,20101123,   42
  279,20101124,   26
  279,20101125,    8
  279,20101126,  -25
  279,20101127,  -29
  279,20101128,  -35
  279,20101129,  -18
  279,20101130,  -26
  279,20101201,  -65
  279,20101202,  -55
  279,20101203,  -46
  279,20101204,  -28
  279,20101205,   17
  279,20101206,    2
  279,20101207,  -24
  279,20101208,  -27
  279,20101209,    3
  279,20101210,   16
  279,20101211,   56
  279,20101212,   13
  279,20101213,  -19
  279,20101214,  -33
  279,20101215,  -22
  279,20101216,   -6
  279,20101217,  -36
  279,20101218,  -66
  279,20101219,  -69
  279,20101220,  -71
  279,20101221,  -74
  279,20101222,  -39
  279,20101223,  -14
  279,20101224,  -26
  279,20101225,  -51
  279,20101226,  -10
  279,20101227,   -1
  279,20101228,  -20
  279,20101229,  -63
  279,20101230,  -33
  279,20101231,   17
  310,20100101,    6
  310,20100102,   12
  310,20100103,  -15
  310,20100104,   -4
  310,20100105,    5
  310,20100106,  -21
  310,20100107,  -25
  310,20100108,  -37
  310,20100109,  -12
  310,20100110,   -2
  310,20100111,   -2
  310,20100112,   -1
  310,20100113,   -4
  310,20100114,   17
  310,20100115,   13
  310,20100116,   22
  310,20100117,   46
  310,20100118,   37
  310,20100119,   41
  310,20100120,   25
  310,20100121,   29
  310,20100122,   34
  310,20100123,   33
  310,20100124,   29
  310,20100125,    6
  310,20100126,  -35
  310,20100127,   -2
  310,20100128,   40
  310,20100129,   29
  310,20100130,   21
  310,20100131,   22
  310,20100201,   24
  310,20100202,   35
  310,20100203,   33
  310,20100204,   52
  310,20100205,   46
  310,20100206,   32
  310,20100207,   22
  310,20100208,   -7
  310,20100209,  -22
  310,20100210,  -12
  310,20100211,  -13
  310,20100212,   -9
  310,20100213,   -9
  310,20100214,   -5
  310,20100215,  -17
  310,20100216,    9
  310,20100217,    5
  310,20100218,   28
  310,20100219,   28
  310,20100220,   17
  310,20100221,   23
  310,20100222,   44
  310,20100223,   28
  310,20100224,   56
  310,20100225,   67
  310,20100226,   62
  310,20100227,   59
  310,20100228,   56
  310,20100301,   40
  310,20100302,   37
  310,20100303,   32
  310,20100304,   27
  310,20100305,   34
  310,20100306,   21
  310,20100307,    0
  310,20100308,   10
  310,20100309,   11
  310,20100310,   17
  310,20100311,   23
  310,20100312,   40
  310,20100313,   50
  310,20100314,   56
  310,20100315,   58
  310,20100316,   65
  310,20100317,   71
  310,20100318,   90
  310,20100319,  106
  310,20100320,  106
  310,20100321,   70
  310,20100322,   79
  310,20100323,   81
  310,20100324,  103
  310,20100325,  109
  310,20100326,   91
  310,20100327,   82
  310,20100328,   81
  310,20100329,   93
  310,20100330,   86
  310,20100331,   59
  310,20100401,   60
  310,20100402,   73
  310,20100403,   77
  310,20100404,   73
  310,20100405,   77
  310,20100406,  102
  310,20100407,  104
  310,20100408,   84
  310,20100409,   95
  310,20100410,   75
  310,20100411,   73
  310,20100412,   91
  310,20100413,   88
  310,20100414,   90
  310,20100415,   93
  310,20100416,   78
  310,20100417,   80
  310,20100418,   95
  310,20100419,   95
  310,20100420,   88
  310,20100421,   71
  310,20100422,   70
  310,20100423,   88
  310,20100424,  126
  310,20100425,  123
  310,20100426,  106
  310,20100427,  133
  310,20100428,  150
  310,20100429,  162
  310,20100430,  111
  310,20100501,  105
  310,20100502,   89
  310,20100503,   71
  310,20100504,   80
  310,20100505,   87
  310,20100506,   91
  310,20100507,   85
  310,20100508,   91
  310,20100509,   97
  310,20100510,   84
  310,20100511,   76
  310,20100512,   71
  310,20100513,   82
  310,20100514,   89
  310,20100515,  100
  310,20100516,  112
  310,20100517,  112
  310,20100518,  104
  310,20100519,  117
  310,20100520,  134
  310,20100521,  138
  310,20100522,  124
  310,20100523,  162
  310,20100524,  159
  310,20100525,  144
  310,20100526,  105
  310,20100527,  115
  310,20100528,  126
  310,20100529,  142
  310,20100530,  130
  310,20100531,  120
  310,20100601,  123
  310,20100602,  138
  310,20100603,  161
  310,20100604,  172
  310,20100605,  201
  310,20100606,  169
  310,20100607,  150
  310,20100608,  167
  310,20100609,  167
  310,20100610,  174
  310,20100611,  146
  310,20100612,  139
  310,20100613,  142
  310,20100614,  160
  310,20100615,  137
  310,20100616,  149
  310,20100617,  163
  310,20100618,  132
  310,20100619,  119
  310,20100620,  120
  310,20100621,  133
  310,20100622,  155
  310,20100623,  188
  310,20100624,  180
  310,20100625,  192
  310,20100626,  204
  310,20100627,  221
  310,20100628,  199
  310,20100629,  186
  310,20100630,  194
  310,20100701,  211
  310,20100702,  235
  310,20100703,  185
  310,20100704,  185
  310,20100705,  177
  310,20100706,  169
  310,20100707,  195
  310,20100708,  216
  310,20100709,  234
  310,20100710,  219
  310,20100711,  214
  310,20100712,  199
  310,20100713,  202
  310,20100714,  199
  310,20100715,  189
  310,20100716,  190
  310,20100717,  173
  310,20100718,  177
  310,20100719,  213
  310,20100720,  236
  310,20100721,  203
  310,20100722,  187
  310,20100723,  178
  310,20100724,  179
  310,20100725,  185
  310,20100726,  179
  310,20100727,  188
  310,20100728,  189
  310,20100729,  175
  310,20100730,  190
  310,20100731,  188
  310,20100801,  182
  310,20100802,  178
  310,20100803,  184
  310,20100804,  170
  310,20100805,  171
  310,20100806,  183
  310,20100807,  181
  310,20100808,  178
  310,20100809,  185
  310,20100810,  181
  310,20100811,  182
  310,20100812,  170
  310,20100813,  166
  310,20100814,  177
  310,20100815,  177
  310,20100816,  169
  310,20100817,  164
  310,20100818,  169
  310,20100819,  173
  310,20100820,  198
  310,20100821,  201
  310,20100822,  194
  310,20100823,  192
  310,20100824,  172
  310,20100825,  168
  310,20100826,  191
  310,20100827,  160
  310,20100828,  159
  310,20100829,  150
  310,20100830,  154
  310,20100831,  152
  310,20100901,  147
  310,20100902,  150
  310,20100903,  151
  310,20100904,  153
  310,20100905,  159
  310,20100906,  166
  310,20100907,  160
  310,20100908,  147
  310,20100909,  169
  310,20100910,  168
  310,20100911,  179
  310,20100912,  161
  310,20100913,  163
  310,20100914,  168
  310,20100915,  153
  310,20100916,  141
  310,20100917,  131
  310,20100918,  134
  310,20100919,  143
  310,20100920,  156
  310,20100921,  152
  310,20100922,  172
  310,20100923,  164
  310,20100924,  149
  310,20100925,  121
  310,20100926,  117
  310,20100927,  115
  310,20100928,  136
  310,20100929,  137
  310,20100930,  141
  310,20101001,  138
  310,20101002,  162
  310,20101003,  179
  310,20101004,  173
  310,20101005,  163
  310,20101006,  159
  310,20101007,  153
  310,20101008,  152
  310,20101009,  150
  310,20101010,  137
  310,20101011,  115
  310,20101012,  105
  310,20101013,  116
  310,20101014,  114
  310,20101015,  113
  310,20101016,   95
  310,20101017,   81
  310,20101018,  101
  310,20101019,  105
  310,20101020,   78
  310,20101021,   87
  310,20101022,   95
  310,20101023,   85
  310,20101024,   94
  310,20101025,   89
  310,20101026,   82
  310,20101027,   99
  310,20101028,  112
  310,20101029,  115
  310,20101030,  119
  310,20101031,  108
  310,20101101,  109
  310,20101102,  113
  310,20101103,  133
  310,20101104,  147
  310,20101105,  140
  310,20101106,  104
  310,20101107,   76
  310,20101108,   67
  310,20101109,   66
  310,20101110,   71
  310,20101111,   82
  310,20101112,  119
  310,20101113,  107
  310,20101114,  110
  310,20101115,   77
  310,20101116,   66
  310,20101117,   54
  310,20101118,   65
  310,20101119,   78
  310,20101120,   67
  310,20101121,   52
  310,20101122,   49
  310,20101123,   57
  310,20101124,   46
  310,20101125,   29
  310,20101126,   21
  310,20101127,   13
  310,20101128,    4
  310,20101129,  -16
  310,20101130,   -7
  310,20101201,  -44
  310,20101202,  -55
  310,20101203,  -39
  310,20101204,    0
  310,20101205,   37
  310,20101206,    8
  310,20101207,  -19
  310,20101208,    5
  310,20101209,   44
  310,20101210,   59
  310,20101211,   67
  310,20101212,   47
  310,20101213,    8
  310,20101214,   -7
  310,20101215,   32
  310,20101216,   28
  310,20101217,   -1
  310,20101218,  -15
  310,20101219,  -10
  310,20101220,   -9
  310,20101221,  -11
  310,20101222,   -3
  310,20101223,    7
  310,20101224,    3
  310,20101225,    4
  310,20101226,   27
  310,20101227,   -1
  310,20101228,   13
  310,20101229,   23
  310,20101230,   22
  310,20101231,   30
